tweet,class_a,class_a_code,PredictedProb
'okay anybody go eredivise score goals shit league bundesliga teams competitive euro competitions mexico hasnt produced talent like pulisic long time okay maybe guys one day',OFF,1,0.58000743
'kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials',OFF,1,0.8419994
'kalyani stupid teenager totally despise atrocities towards aunty anupriya blames moms death stop listen anupriya side story makes vile accusation tujhsehairaabta zeetvserials',OFF,1,0.8419994
'seems thats terrorist attack probably isantifa still id look wants get strawberries market completing form',NOT,0,0.5466392
'christian america go trumps example liberals support open borders guess conservatives support school shootings please explain makes america great',OFF,1,0.2717747
'disingenuous person senate senator would hide shame despicable behavior scotus hearings',OFF,1,0.5362228
'democrats liberals threatened armed nazis talk disarmament disconnection military lifestyle broadcast armory killskills rightfuckingnow',OFF,1,0.30841807
'wanted tell hang think itll fun also lmao dick tongue people easily suck haha kidding aside aint want tongue dick looks hella weird choice weird whatever',OFF,1,0.3530567
'parikshitsolutions security incidents rarely emerge fully formed flashing lights alert see youre prepared testing skills following scenario',NOT,0,0.40648907
'nbc msnbc held accountable inflammatory remakes calling leftist fight',NOT,0,0.48484862
'proven fact gun control doesnt work look chicago dont worry others records lets talk selling uranium russia million russia',NOT,0,0.18755351
'boycottlevistrauss levi strauss teams gun control group simply cannot stand silently',NOT,0,0.21929534
'analysis supporters peoples party canada would likely bristle called liberal beliefs fit classic definition donpittis',NOT,0,0.54890156
'definitely tad high puerto rico democrats provide proof providing names locations next kin shouldnt hard hope dont mind holding breath via',NOT,0,0.15525801
'pickett individual needs part team hes bit loner within family bowtruckles feels bit bullied attachment issues also incredibly agile great value teachers parents atypical',NOT,0,0.31867522
'avalanche im sorry see love asshole know maga',OFF,1,0.19987966
'ff alien future',OFF,1,0.30105236
'creampuffs hollsteinforever quick reminder im giveaway anyone attending clexaconlondon interested attending natashas improv workshop dm reply put draw free ticket entries close midnight gmt',NOT,0,0.31688052
'familiarwife jhomg crazy wjwaityes interested assistant manager cha bhyou guys look like good pair voare sit jhdont wjlets live life lets newscollision hwy congestion jhwoojin',OFF,1,0.5797436
'broncos hc vance joseph phillip lindsay good football player running back',NOT,0,0.12328432
'celineswittins follback erzajullian openfolbackcelineswittins',NOT,0,0.30105236
'restorehumanity antifa september stop fascist nvu amsterdam ht',NOT,0,0.7721781
'bronconation broncos broncosvsseahawks broncoscountry crue excited win enjoying cupcake go broncos',NOT,0,0.24487102
'thingsdarthvaderwouldneversay yup white mask privilege finest always trying keep black mask blacklivesmatter qanon antifa alexjones infowars starwars maytheforcebewithyou thirdshiftzombies podcast radio whitesupremacy',OFF,1,0.32137156
'hair pink',NOT,0,0.30105236
'im saying cool feel type way speak fuck',OFF,1,0.6885317
'cuckservative traitors worse fortnite players conservatives triggerwarningradio',OFF,1,0.3622826
'barbara boxer liberals want use rape political tactic better hard evidence word isnt evidence called hearsay note could say cornered bathroom put hands years ago prove wrong',OFF,1,0.23078679
'gun control doesnt stop kids people getting murdered guns chicago gun control decades multiple shootings every week',NOT,0,0.67781407
'selfcareseptember making difference',NOT,0,0.2373393
'fauxprogressives ive done corruptdemocrats years heres proof ocasiocortez endorses cuomo cuomo flips progressives via liberals corybooker ocasiocortez',NOT,0,0.2713128
'constitutionday odd alt right conservatives say ruining constitution want guncontrolnow ones ruining constitution getting upset foreigners coming land white wanting live',OFF,1,0.2896602
'coercedintoxication staring favorite im feeling effects feel vulnerable forcedintox coercedintox femdom findom',NOT,0,0.20928793
'andrewscheer wants support canadiancoalitionforfirearmsrights seeking weakened guncontrol cpc compromised canadians safety enough votes diluting controls many lives lost conservatives care cdnpoli via',NOT,0,0.38013002
'ready sit watch indakurate passcott play football',NOT,0,0.26577914
'eric stallwell democrat calishould worry fixing state instead trying muster sympathy liar prof hunt fox news see liberals fox balanced gives sides',NOT,0,0.6862952
'sukhduasamajtheprayinghands sc also added person surgically changes hisher sex entitled changed sex cannot discriminated',NOT,0,0.73579085
'florence list hurricane florence feeds trump maga central va great summary impacts blacksburg national weather service severity goes overnight vawx',NOT,0,0.30861098
'dicks',NOT,0,0.30105236
'liberallogic kavanaugh looks predatory therefore hes guilty liberals dangerous people govern anyone anything',OFF,1,0.6572867
'ishqbaaaz let join cast must shot scenes jiffy going vacay nothing groupbaazi shivika focus groupbaazi consists couples shivika scenes toh clip mein nehi thi',NOT,0,0.4459516
'children mixed genderstudies crap socialism yeah like see one coming mega mbga maga mcga conservatives patriots protectchildren',NOT,0,0.27387953
'lockthemallup strzok mccabe caught destroying evidence leaving fbi draintheswamp drainthedeepstate maga',NOT,0,0.25364175
'breaking greece molotov cocktails fly protest honouring killed antifa arti via',OFF,1,0.13881336
'orrinhatch cant believe sexist clueless old fart gets weigh another womans charges supreme court nominee spouting old nasty shit spewed years ago anita hill times good riddance neanderthal',OFF,1,0.794183
'brettkavanaugh social issues one justice kennedy areas growing daylight conservatives example area administrative state incl epa',NOT,0,0.10250437
'chicago democraticpartystronghold highlydiversepopulation guncontrollaws large radicalleftestablishment obamas continental usa base lived many years think horrified news',NOT,0,0.22631527
'nowplaying arise good william murphy chronicleschristianradio ccradioco',NOT,0,0.27303734
'people disguised good guys wearing black concern bystanders shot fbi antifa vegas shooting',NOT,0,0.256641
'part didnt think hard come gabriel theyre lizard themed glitter bombing antifa mech pilot using superhero powers take corrupt logging companies theyre buff lesbian hearts uniform literally whats love',OFF,1,0.7248239
'saynotoshiasunnifight muslim muslim shia sunni',NOT,0,0.65621024
'anybody else wake tired put cologne toothbrush morning',NOT,0,0.31222558
'aiatraveltips always monitor luggage airport leave luggage unattended accept unopened packages tips travel explore aia aircraft airport caribbean destination travelling connect traveltheworld adventure adventures luggage',NOT,0,0.22396725
'always good day get new member site',NOT,0,0.09791029
'repost theleadersmindset hola leaders type ready ready follow steps set goals stay quiet smash shit clap damn',OFF,1,0.90753233
'antifa attacked cops arrested rally denver media blackout',NOT,0,0.1881367
'always bond dani minogue target pants',NOT,0,0.24997626
'st century hit dont cha pussycat dolls feat busta rhymes',NOT,0,0.5598159
'realsmart answer step realsmart journey course offered ubc behalf real estate council bc correspondence registered set take realsmart course',NOT,0,0.37750494
'vt back first time since year pole win vermont updates',NOT,0,0.102633275
'another one bite dust',NOT,0,0.40410227
'liberals democrats stand walkaway',OFF,1,0.5283577
'beeto demonstrated lose election texas maga rkba dvc',OFF,1,0.21388923
'bitch thinking niggas money tf dont',OFF,1,0.32664108
'extremely back bullshit',OFF,1,0.23958112
'killshot easily shows ya rap god hail',NOT,0,0.59817994
'cnn analyst dems seeking another fbi investigation dont want politicians telling investigators sitroom thelead outfront ac npr pbsnews pbsnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee',NOT,0,0.19258009
'democrat baldwin fundraises k street firm working probono gun control lobby walkaway via',NOT,0,0.19343449
'fucking years mytwitteranniversary',OFF,1,0.6319617
'dems disgusting believe women accuse conservatives abuse crimes liberals accused ignore accusations',OFF,1,0.81763554
'np idpsa leaving commercial hearfdr',NOT,0,0.30105236
'crew eminence front puton msm falls fake issue props political hacktivists experts tcot emoluments conservatives emolumentsclause law lawyer mediawatch fakenewsalert fakenews mediabias',NOT,0,0.28160462
'authorconfession day tree mcs favorite tried ask lisette responded tree flowers dont know wont give straight answer usually shes difficult suspect teasing',NOT,0,0.29891253
'nattyanplaying aozora train sishshe high',NOT,0,0.30105236
'christineblaseyford harassed members antifa radical arm democratic party funded george soros voteredtosaveamerica',OFF,1,0.29909572
'antifa excellent idea',NOT,0,0.1805494
'iou project demonstrated quality whitepaper icoinvestor im strongly recommend explore rate please ico crypto tokensale',NOT,0,0.19692993
'blocktwitterads twitter stops shadow banning conservatives',NOT,0,0.19163847
'kavanaughconfirmationhearings tuesdaythoughts women support kavenaugh fill hearing gallery pack full disruptive liberals cant get stand unison kavanaugh testifies solidarity cc',NOT,0,0.5063266
'sure guys call authoritarian left include gun control groups left',NOT,0,0.5375895
'baekhyun exo x mlb fw',NOT,0,0.30105236
'cent calls joe buddens bullshit instagram',OFF,1,0.55685765
'potus realdonaldtrump gop lpnational thedemocrats qanon blacklivesmatter antifa isis davos california foxnews cnn wsj nyse wakeupamerica maga mypatriotsupply need',NOT,0,0.25374568
'naomiosaka folks usopen future adorable talented',NOT,0,0.38604653
'city chicago democrat run strictest gun control nation white supremacists running office republicans via',NOT,0,0.5694439
'callthevotealready democrats game conservatives fight way life end game game sessions please job ashamed allowed happen pray like never',NOT,0,0.5074055
'maga sounds fair',NOT,0,0.30458707
'jiyoonfact huge fan beyonce wants sing well sang boy predebut',NOT,0,0.31298086
'conservatives know everything rejected eu british people tory mps need step shes failed brexit domestic agenda maymustgo chuckchequers',NOT,0,0.17885277
'muskokalakes mayoralty candidate terry ledger says running mayoral campaign via social media say speaks volumes kind behindcloseddoors mayor plans say muskoka give us opinion',NOT,0,0.19850795
'greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video',NOT,0,0.21888262
'million buyout could easily go cable news thats path chooses good',NOT,0,0.35683122
'bb actually question people want jc win angela way meaner says n word repeatly makes fun eating disorders sexually harasses houseguestsshe much underdog win dont use excuse bb tangela',OFF,1,0.20469038
'newvideo sex toys anyone',NOT,0,0.56649333
'bestwaytoawomansheart wake napping',NOT,0,0.30105236
'surprised starts top karma bitch watch',OFF,1,0.84184617
'sure send lefts antifa thugs',NOT,0,0.18741968
'notetomystalker n empire remember one thing may incumbent central govt india nature life ancestors parents lived true nature get trapping nature trapping time tell',NOT,0,0.32433528
'alright let get right god bc mother nature like fuck humans',OFF,1,0.8762396
'farticus maybe',NOT,0,0.30105236
'hillary least angrydemocrats worldwarq wwgwga maga redtsunami americafirst walkaway truth',OFF,1,0.26939383
'codetrainqueens rachel joined codetrain helped organize codetrain app developer bootcamp trained front end developer currently community manager ardent advocate digital skills youth especially women keep shining rachel',NOT,0,0.55755216
'moviefightslive thinking know',NOT,0,0.27611884
'boycottlevistrauss supporting leftist gun control orgs',NOT,0,0.418026
'youaremyidol idols bois thatll never changeyouve taught alot continue teach things help difficult little big things life thankyou bbs',NOT,0,0.42909116
'antifa recruiting designated terrorist organization',OFF,1,0.3802685
'hypocrites democratshateamerica liberalismisamentaldisorder everything liberals touch turns absolute shit',OFF,1,0.8857858
'nationaldayofencouragement twitterfamily youre amazing way',NOT,0,0.22497845
'happyrmday bought pizza chocolates enough money cake plan make tradition buy pizza birthday loved ones even acquainted never meet still close person thank luv u',NOT,0,0.111056
'republicans put wallin budgetyou going loose prestrump followers u r support',NOT,0,0.26297268
'liberals pushing gayagenda republicans pushing zionistagenda',NOT,0,0.51594776
'vaquitamarina savethevaquita less vaquitas left extinguishing please help voicel',NOT,0,0.16815677
'said media money soros dip shit waters creating civil war',OFF,1,0.8361714
'liberals dept agriculture paid presenter shoot bio security video auspol lnp nswpol springst qldpol lnpmemes lnpwaste',NOT,0,0.4611764
'texas ted cruz campaign sending people solicitations disguised official looking county summons elderly residents confused notice appear skeezy',OFF,1,0.29650295
'success health show best way create exclusive online traffic economy never short qualified prospects sales',NOT,0,0.13074654
'lemme guess gun control didnt anyone talk im canadian even know whyme',NOT,0,0.45105508
'really dont care shes married black man clueless real problems black people facing america today',NOT,0,0.7070502
'tf saw shit',OFF,1,0.8943268
'fakenewsmedia enemyofthepeople want control minds controlling information get get stamendment may protect elitist propaganda legitimize make palatable engaged public',NOT,0,0.464654
'anyone finds mnetas behavior funny fuck die',OFF,1,0.8472746
'goodmorningamerica tuesdaymotivation thankyou fathergod americanpeople begin see truth governmentcorruption mediacorruption noredaction declassifyfisa declassification completely obama hillaryclinton lies leakers liberals',OFF,1,0.46763396
'stopthebias redcensorship account suspended apparently promoting hate speech yet antifa terrorist organizations actively running since customer service refuses reply emails care explain makes sense',NOT,0,0.3935831
'bepannaah bepannaah hands bepannaah tops list adhiyal aditya trying convince ziddi zoya love giving us lots',NOT,0,0.1841333
'difference stated inane asinine comment solidified bring facts truth lies bullshit present single shred credible evidence support single thing youve said lies youve got',OFF,1,0.7414605
'damn felt shit loud lol',OFF,1,0.89423954
'myprotege k master teacher excited report proud owner supporter products made bravo usopen',NOT,0,0.11289892
'tsk stays drop foto han jisung dong please',NOT,0,0.30105236
'years ago today taylor swift released smash hit love story quote tweet telling moment first heard song yearsoflovestory',NOT,0,0.06887728
'msnbc hardball bingo absolutely correct cannot bring president obama cant get president obama humiliated white house correspondents dinner guarantee definite driver hate president obama',OFF,1,0.796515
'yes supposed believe kavanaugh seemed heavy drinker high school perfect memory everything mixed blame victim equivocatingmisrepresenting believed stopkavanaugh',NOT,0,0.41422787
'cnnisfakenews wonder ratings suck cnnisajoke fakenews maga',OFF,1,0.73676044
'liberals lying nothing new claim track meet emissions targets false auspol lnp nswpol springst qldpol wapol lnpmemes',NOT,0,0.66304886
'chefs need new pans find looking stock top brands beka chef mauviel woll chef restaurants',NOT,0,0.19785294
'boycottthenfl particularly',NOT,0,0.30105236
'b album definitely worth fucking wait',OFF,1,0.8786893
'days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest',NOT,0,0.805831
'joescarborough vile excuse journalist criticizing trump yet refuses come clean death intern office stop talking everyone else start talking involvement loriklausutis',OFF,1,0.8275558
'fans happy spreads love learned appreciate support lgbtq love never failed make happy love harry styles harry styles best',NOT,0,0.09339361
'aint nobody shit ask including',OFF,1,0.8948708
'power lessons certain testimonies comes rest comes strength wicked removed major vacuum life whether aware attracting mockery september remember day',NOT,0,0.17751239
'long jamule',NOT,0,0.30105236
'missing imelda algiers last seen pm sunday tall weighs pounds white hair unknown imelda wearing imelda diagnosed alzheimers disease westbend',NOT,0,0.4300981
'myuniqueheritage get irish dad side family since last name irish cause im proud irish',NOT,0,0.2995056
'travel movies unix fortune combined visit salisbury see sights wherever go old travel international spy find centre vast international conspiracy return home recall recall recall',NOT,0,0.3752481
'saveshadowhunters malecforever read mansikkas latest cause awesome',NOT,0,0.3255523
'well spentpanthersdouch',NOT,0,0.18203986
'dregs society labelingand dehumanizing conservativesi suggestwe conservatives keep ammo dry guns loadedif fascist liberal left think conservatives go quietly internment camps slaughtered streets need reality check',OFF,1,0.70590776
'sonntagsfrhstck deutschland hand drawn world teapots perfect addition breakfast table matter world',NOT,0,0.23188706
'themanynotthefew need country recognises everyone society pick sod rest like austeritity working class people need rely rich got richer backs poor dont let tories carry',NOT,0,0.7033726
'killary stricter gun control work looking chicago strictest gun control laws country seems problems shootings nearly everyday please explain',NOT,0,0.43751305
'brexit dead eu states wont cooperate conservatives viable plan keep alive must new vote carry playing central role eu buried brexit',NOT,0,0.13053419
'feinstein cant say anything truthful loers liar',OFF,1,0.28205156
'boycottlevistrauss levi strauss took public stance second amendment singled proa customers read levis antigun initiatives',NOT,0,0.21411733
'lifeisbutepu sex anytime want single',OFF,1,0.47529685
'wfmmc talented team prestigious project excellent project promote big market projects wfmmc ico ekolong sripuptruzman',NOT,0,0.36362886
'celebrations germany germans yeah kind expected happen across western world securityfears maga mega mbga mcga conservatives patriots',NOT,0,0.28234884
'clinton monsantobayer bigpharma roundup glyphosate gmos age progressives demand full transparency issues matter immigration gay marriage gun control hillary wrong side',NOT,0,0.6058521
'sheriff wayne ivey cspoa yes seems hes well',NOT,0,0.22079065
'ccot one leading conservative hashtags get tweet read add ccot christian conservatives twitter christians conservatives libertarians evangelicals catholics charismatics nondenominatinal spiritfilled tlot tcot hannity teaparty maga trumptrain',NOT,0,0.075912036
'nigeria naija ja incompetent leader nigerias history atiku blasts buhari championnewsng via',OFF,1,0.26625428
'nowplaying death cab cutie tourist codes keys',NOT,0,0.5869618
'emmys well excrackheads liberals democrats',OFF,1,0.27445492
'conservatives outraged theyknownothing especially',NOT,0,0.28668228
'girl talented best friend ethan brought us together please notice talent please',NOT,0,0.17065163
'pm temp dew pt barometer inches rain wind mph hi pm low',NOT,0,0.30105236
'conservatives vote vote vote take two friends polls midterms nov nocomplacency',NOT,0,0.24407837
'diversity works joining new group want part team islam hates every nonmuslim fail unicorns',OFF,1,0.11070486
'set makes realize much taller cant reach kissss',NOT,0,0.38322914
'want shootings death listen aclu black lives matter antifa want public safety listen police professionals studying years ag jeff sessions',NOT,0,0.23008047
'want kick twitterfuck ass',OFF,1,0.80430305
'menfesswglca dremiest dream come true ever',NOT,0,0.20120074
'faileddemfeinstein quit decades ago disgrace feinstein blames gop kavanaugh accuser stays mum admits cant say everythings truthful',OFF,1,0.30696917
'cheeringthechutiyapa womanlol',NOT,0,0.30105236
'really gop hasnt even seen letter yet sham subtle banana pool table wont cant see difi throws hail mary th hour cry foul elast ford wont antifa coming burn house dems going hard',NOT,0,0.28622153
'fascism also liberals antifa according meme',OFF,1,0.24691679
'ripmacmiller loved',NOT,0,0.30105236
'creagboy running around mcdonalds urgently telling kids future',NOT,0,0.36172402
'englishpashto though im pakhtoon english cute kid pashto da marra khasta bacha dey',NOT,0,0.5238668
'jpna vasay ahmed butt sohail sahab performance loved movie core st pmjg jpna humayun shaan fahad grace class pakistan cinema safe hands',NOT,0,0.2504486
'fuck',OFF,1,0.30105236
'keep going back well charlottesville realize good people bad people sides antifa caused quite bit violence damage people watching people statues removed',NOT,0,0.45143473
'cancers rising around world',NOT,0,0.42481673
'grown ass woman probably years older currently spreading rumors rather talking nice work got satan',OFF,1,0.56017274
'someone knows dress rocking shoes well',NOT,0,0.27133715
'antifa philly keystone united exposed part robert melissa gaus',NOT,0,0.17152497
'conservatives dont care postits propaganda',OFF,1,0.4028992
'idiots nothing beneath lol fools liberals maga kag',OFF,1,0.5564147
'mosadi discern season wise builder team player full fire full holy spirit thanks dr chantal inspiring event thank',NOT,0,0.44874868
'impeach maxine waters tide flows ways',NOT,0,0.30105236
'piperthepup sends love everyone might affected unwelcome hurricaneflorence week looking forward trying least crust gets delaware',NOT,0,0.14158776
'disarmthem antifa good luck sweethearts',NOT,0,0.19656119
'agjeffsessions listen aclu antifa black lives matter want chicago shootings ashallnotbeinfringed thank via',NOT,0,0.086201794
'democrats give vocal minority become socialists think think shock see confused partys official rhetoric odds hey see experience antifa thugs true violence',NOT,0,0.20472811
'kindest explanation tonedeaf hard feel kind ilk repeatedly',OFF,1,0.23586968
'amazonpets etta tricky photograph colouring beautiful knows charge first dibs treats shout attention whenever comes house kills wild rabbits hangs hutch',OFF,1,0.22375406
'germany happens try intimidate wrong guy maga',NOT,0,0.5498206
'sugardaddy retweet would like share memes talk dumb shit cuz baby im broke shit love rich',OFF,1,0.97131634
'sams sam resting adorable',NOT,0,0.30105236
'geoffreyowens niggas dont really understandlevels career pursuits',OFF,1,0.555501
'fridaynightfun halloween events starting week course find events looking forward year obviously isnt many',NOT,0,0.12768488
'death metal want death metal tell hateful keebler elf death metal',OFF,1,0.81544155
'saynotoshiasunnifight day judgment asked whether shia sunni asked deeds',NOT,0,0.13205856
'kavanaugh disciple anthony kennedy ed liberals w unconstitutional opinions hes trumps con con conservatives ing scotus moving right smart theyd everything get bk wont idiots tuesdaythoughts',OFF,1,0.29888317
'america tear wall tcot partisanship trump thewall borderwall liberty civilsociety think conservatives democrats progressives liberals independent libertarians gop dnc criticalthinking',OFF,1,0.48262814
'makes times pulled th time ive posted pull ill repost eric holder gun control',NOT,0,0.50023156
'iphone gulp tech reporter josh mcconnell breaks features price points apples new line',NOT,0,0.14337815
'dickhead probably yes',OFF,1,0.30006126
'trump maga elizabethsmart captors early release time mental hospital unfortunately nearly six years getting credit really bringing system much earlier',NOT,0,0.45615375
'spidermanps everything expected far gameplay fun suits gadgets pretty unique use feels like playin mixture batman arkham uncharted series spidey beats cant wait keep playing thx',NOT,0,0.39056295
'conservatives cannot ride one outvotered voteamericafirst votedemsout americafirst',NOT,0,0.29554397
'conservatives joinukip voteukip',NOT,0,0.28668228
'eeb battle id need backup lvl celeste omega',NOT,0,0.28324378
'conservatives dont value gender equality value way think things always quote bible support mens dominion women thats many republicans justifying kavanaughs rape year old normal male behavior',NOT,0,0.5832071
'worlds population live cities finding solutions help people move freely sustainably global priority electricscooters key role play climateaction airquality mobility read study',NOT,0,0.2787872
'beyond famous lalisa manoban',NOT,0,0.30105236
'sukhduasamajtheprayinghands saint dr msg insan renamed eunuchs society respectable name ie sukhdua samaj connected mainstream society providing equal opportunity education employment status third gender',NOT,0,0.65658945
'obvious quietly',NOT,0,0.30105236
'crtikal voice smef ass cheeks',OFF,1,0.826144
'jiyoonfact huge fan beyonce wants sing well sang boy predebut',NOT,0,0.31298086
'investment leadership preparation thx sharing yr infrastructurereportcard guidance maga watch rust away',NOT,0,0.34180418
'colorado boy arrested cuffed dragged school wait metoo allegations feminist classmates teens feminism parenting kids ccot maga homeschool',NOT,0,0.33906543
'greatestthingsaboutthes liberals loved',NOT,0,0.33658144
'cause everyone knows real leader falls van like sack potatoes',OFF,1,0.7421556
'marketingtips listbuilding im going show build private online traffic economy never short prospects sales',NOT,0,0.30958146
'boycottnike campaign must continue grow paying overseas staff hour okay staff exploiting poor womenmen world americans stand',OFF,1,0.6805335
'conservatives poison everything touch tories conservative labour labourparty libdems ukip snp gop uk america canada europe politics ukpolitics cdnpoli pnpcbc auspol polcan socialchange eupol uspoli',NOT,0,0.19148824
'preach badcompany dont know shooting star dont know',NOT,0,0.3951365
'somewhat know thats like best friends stopped talking gun control issue',NOT,0,0.50090796
'bb say lets flip gitls alliance jc tyler since thinks mastermind th ultimate blindside three girls final three kaycee win',NOT,0,0.31248388
'believe fat belly insulin resistant remedy without medicine fasting info',NOT,0,0.27634045
'nowplaying march antifa sickboy shake hands clenched fist',NOT,0,0.22778401
'conservatives dwp secret benefit deaths reviews investigations deaths double two years crimesofdwp via',NOT,0,0.1208253
'emmyawards let liberals pat back pushing socialism making millions pretending real hard working people tv shows',NOT,0,0.29143894
'duckduckgof google',NOT,0,0.30105236
'california pushing new gun control laws legal brief video via',NOT,0,0.08608479
'icymi reason fascists desperately trying find anti fascists tennessee dont want see including league south members organizing groups etc share widely',NOT,0,0.34383523
'art culture bojack horseman recap apology tour episodes bojack horseman taken social issues last seasons gun control episode stands shining example show always ability via',NOT,0,0.093847446
'watch kavanaugh shenanigans unfold dc im reminded one simple truth people dont care us allinclusive us dont care conservatives progressives people color otherwise christians women lgbtq none us thread',NOT,0,0.50573796
'charlottesvile speech trump shouldve given tcot cville conservatives charlottesvillekkk liberty gop',NOT,0,0.19690593
'conservatives left frustrated congress passes big spending bills tcot',NOT,0,0.33607122
'news jeff sessions want death listen aclu antifa black lives matter cnbc',OFF,1,0.44154418
'better',NOT,0,0.30105236
'happybdaypmmodi one may hate u agree hard working pm india ever witnessed',NOT,0,0.39856228
'robertpoeti wants explanation auditor general quebec conflicted amf investigation perhaps cant read cant follow trail evidence proves conflicted sad corruption nathaliegdrouin pennystocks',NOT,0,0.17375636
'rimmyantifa calling death bourgeoisie good man',NOT,0,0.6348745
'david miliband davidmiliband flew away newyork us liberals democrats flee corbynists hatred jews',OFF,1,0.6883748
'anyway game sucks',OFF,1,0.23206352
'take someones silence pride perhaps busy fighting self aliibnabitalib ra',NOT,0,0.37600106
'nintendo animalcrossing smashbrosultimate little late adorable love isabelle',NOT,0,0.22593004
'nowplaying kierra kiki sheard',NOT,0,0.30105236
'ibelieveblaseyford liar fat ugly libreal snowflake sold get cash dems iran spoke johnkerryiranmeeting',OFF,1,0.7394392
'charitytuesday join us take disabled women age votetory rtoday',NOT,0,0.30853483
'maga dems using false allegation kavanaugh sexual assault bargaining chip release classified docs president trump',NOT,0,0.80552965
'ive watching itshe team insight president thats sure',NOT,0,0.33635458
'nfl long',NOT,0,0.30105236
'lidcf believe julieanna godard leader work many digitally driven industries leader established network creatives team influencing promoting businesses many young entrepreneurs well',NOT,0,0.22339723
'art kag maga patriot alfa warior lion roaring wh super hero trump vote red viktorius warior ever defeating enemy win liars liberals politicians nwo congress us gov deep unity w djt gutsy gt intel ppl us',NOT,0,0.30289632
'conservatives represent canadians authoritarian scum cdnpoli onpoli',OFF,1,0.28668228
'fords attorney says shes receiving death threats move family safety wheres proof democrats antifa promote circus',OFF,1,0.7346222
'maga kag us becomes eus top supplier soybeans strengthening president trumps trade deal',NOT,0,0.43194672
'scottgimple ruined thewalkingdead feartwd hope checks cash forever never get another job amc',OFF,1,0.4323087
'pnp results yet pnp vice presidential race supporting damion crawford feel comfotable',NOT,0,0.15141681
'betoorourke continues attack pushes guncontrol',NOT,0,0.32603353
'another season tom brady give niggas',OFF,1,0.36110693
'wcw goes beautiful sexy without would lost brought dark light world love much',NOT,0,0.15652864
'weloveshawnbecause reason whole mendesarmy smile everyday seeing happy makes millions us happier',NOT,0,0.24062684
'giving antifa asked problem',NOT,0,0.18267749
'chequers chuckers reminder eeaefta norway ruled move ceta canada',NOT,0,0.3767647
'one favorite quotes internet confident bends maths thats hardcore',NOT,0,0.4009949
'biggest accomplishment school',NOT,0,0.30105236
'lifeisbutepu black say word nigga feel niggas',OFF,1,0.2413484
'emmys host michaelche says onlywhitepeople thankjesus award shows republicans excrackheads liberals one pope republican excrackheads emmyawards roasted mocking middle america ratings hit alltime low',NOT,0,0.7764597
'staffpick human rights crisis us accused failing protect citizens gun violence',NOT,0,0.47261578
'benjones assistant director republican party conservatives future capital punishment deathpenalty',NOT,0,0.38870487
'breaking christineblasey ford published eight studies abortion pill works company produces corcepttherapeutics inc cort ru liberals kavanaugh v cort roevwade kavanaughconfirmation',NOT,0,0.43907365
'austerity low pay tuitionfees lack housing wages falling universalcredit unaffordable rents nhs crisis crap railways empty shops brexit deal exit eu windrush grenfell short years completely fucked uk',OFF,1,0.7482596
'yehundinonkibaathai special corner people define simplicity real beauty long time among many actresses personifying true sense stunning naturally',NOT,0,0.20051037
'minutes instinct love alancummings instinct intriguing',NOT,0,0.19418988
'thosethataretheloudest afraid justice coming bono scam like clintonfoundation pedowood haiti',OFF,1,0.22373828
'look chicago baltimore examples strict gun control laws effective',NOT,0,0.39316148
'welovesergiobecause angel pure sweet loves supports us much love support mention dancing king irl love seg',NOT,0,0.16046181
'republican devinnunes says liberals antifa causing riots winning newsweek',NOT,0,0.24120617
'days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest',OFF,1,0.805831
'tytlive trump needs go danger country world way get rid good',OFF,1,0.45164937
'constitutionaldecay isnt abstraction manifests every debate words written fall short providing useful relevant framework root issues diverse gun control abortion data privacy healthcare instance',NOT,0,0.40210912
'davidhogg youre nobody',OFF,1,0.41578567
'sweetheart hope gets well soon patient strong mr capullo',NOT,0,0.16632432
'bbcbias wato conservatives built twice much council housing labour wrecked economy almost bankrupted country',NOT,0,0.13156237
'chicagos gun control effective eliminated crime completely',NOT,0,0.43369296
'follows',NOT,0,0.30105236
'room actually incredible noname shit always im seein like days melbourne life good nice day',NOT,0,0.5989712
'cnn irrationally argues legalising abortion ireland based murder infant liberals cant think savetheth thamendment thref ccot pjnet tcot bluewave conservatives teaparty lovethemboth dont repealtheth',NOT,0,0.19607837
'like still really miserable unpleasant us like even told werent happy would got divorced even born im like cool cool literally born hatred thats awesome wonder im fuckup',OFF,1,0.71060175
'rosierules fanclub rosie never fails matter go mom takes fan club starts follow mom pets talks think pretty cool wait til figure dad mints pockets',NOT,0,0.1677394
'awe cute cute',NOT,0,0.30105236
'vaginaldavis radical performer educator artist embraces life margins multiple identities intersex terrorist drag queen black creole mexican german jewish roots born los angeles ca sometime around',NOT,0,0.7298722
'literally everything',NOT,0,0.27577248
'ah called george',NOT,0,0.3295472
'myuniqueheritage separate family tree personalities havent made past mom yet',NOT,0,0.18229179
'wednesdaywisdom lovelibraries lovetoread share us reading wednesday',NOT,0,0.35665494
'desantisderacist bad choice distanced prezs comments today questioning deaths puerto rico hurricane maria whataputz',OFF,1,0.26667854
